finding_id,investigation_id,severity,category,description,confidence_score,status,created_at,validated_at
FND-002578,INV-00468,HIGH,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $59,224 was approved at L1 without L3 countersignature.",0.69,OPEN,2022-04-18,2022-05-06
FND-002579,INV-00358,MEDIUM,EXPIRED_COMPLIANCE,"Payment of $258,660 released to Alpha_Inc LLC whose SOC 2 compliance expired 321 days before payment date.",0.698,ESCALATED,2022-09-27,2022-10-24
FND-002580,INV-00411,HIGH,FRAUD_PATTERN,Employee EMP-57124 submitted 4 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.669,OPEN,2023-06-18,
FND-002581,INV-00212,HIGH,EXPIRED_COMPLIANCE,"Payment of $427,922 released to IronPoint Manufacturing LLC whose PCI-DSS compliance expired 170 days before payment date.",0.822,RESOLVED,2023-04-24,2023-05-22
FND-002582,INV-00069,LOW,FRAUD_PATTERN,Employee EMP-48186 submitted 2 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.324,VALIDATED,2022-09-18,
FND-002583,INV-00066,MEDIUM,MISSING_RECEIPT,Expense claim EXP-184994 submitted for Equipment without an attached supporting receipt.,0.59,RESOLVED,2022-09-17,2022-10-02
FND-002584,INV-00072,LOW,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0007 requires receipts for all claims above $75.,0.494,VALIDATED,2024-03-17,2024-03-29
FND-002585,INV-00438,MEDIUM,MISSING_RECEIPT,"Reimbursement of $17,649 for Software was approved despite no receipt documentation in the system.",0.58,OPEN,2021-09-23,2021-10-14
FND-002586,INV-00392,MEDIUM,MISSING_RECEIPT,"Employee EMP-26649 submitted 6 claims totalling $17,131 without receipts in the review period.",0.598,VALIDATED,2021-12-20,2022-01-13
FND-002587,INV-00412,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $421,517 was approved at L2 without L3 countersignature.",0.739,RESOLVED,2022-11-14,2022-11-21
FND-002588,INV-00346,LOW,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 106 days.,0.327,OPEN,2024-02-23,2024-03-01
FND-002589,INV-00256,LOW,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $472,357 was approved at L2 without L3 countersignature.",0.618,RESOLVED,2022-09-02,2022-09-03
FND-002590,INV-00184,MEDIUM,VENDOR_RISK,"High-risk vendor TitanPath Holdings Ltd has no compliance record on file. Payment of $474,212 released without compliance clearance.",0.566,OPEN,2022-04-09,2022-04-27
FND-002591,INV-00327,HIGH,POLICY_BREACH,Employee submitted Marketing claim 33% above the authorised policy limit without prior exception approval.,0.619,OPEN,2023-02-28,2023-03-08
FND-002592,INV-00427,MEDIUM,FRAUD_PATTERN,Employee EMP-22686 submitted 2 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.518,VALIDATED,2024-05-15,2024-05-22
FND-002593,INV-00453,MEDIUM,POLICY_BREACH,"Expense claim of $411,337 for Consulting exceeds the policy maximum of $25,000. Overage: $16,215.",0.684,VALIDATED,2024-07-24,2024-08-01
FND-002594,INV-00054,MEDIUM,FRAUD_PATTERN,Transaction routed through 7 intermediate accounts before reaching final beneficiary. Unusual for TRANSFER transaction type.,0.433,RESOLVED,2021-12-28,2022-01-08
FND-002595,INV-00432,MEDIUM,APPROVAL_LIMIT,"Payment of $366,454 approved at Level 3, which has a limit of $25,000. Transaction exceeded limit by $32,594.",0.601,RESOLVED,2022-09-14,2022-10-08
FND-002596,INV-00273,MEDIUM,POLICY_BREACH,"Claim EXP-184348 violates Policy POL-0004 section 4.2: Equipment expenditure capped at $25,000 per event.",0.672,OPEN,2021-06-27,
FND-002597,INV-00114,MEDIUM,APPROVAL_LIMIT,"Payment of $498,652 approved at Level 3, which has a limit of $5,000. Transaction exceeded limit by $49,506.",0.669,OPEN,2021-07-03,2021-07-05
FND-002598,INV-00176,CRITICAL,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 413 days.,0.886,RESOLVED,2021-06-05,
FND-002599,INV-00168,LOW,VENDOR_RISK,"High-risk vendor Acuity Systems Inc has no compliance record on file. Payment of $451,353 released without compliance clearance.",0.586,VALIDATED,2023-06-16,
FND-002600,INV-00327,LOW,MISSING_RECEIPT,"Reimbursement of $418,704 for Travel was approved despite no receipt documentation in the system.",0.423,OPEN,2023-09-03,2023-09-22
FND-002601,INV-00212,LOW,APPROVAL_LIMIT,"Payment of $131,257 approved at Level 1, which has a limit of $500,000. Transaction exceeded limit by $5,077.",0.439,RESOLVED,2023-10-14,2023-10-25
FND-002602,INV-00345,HIGH,EXPIRED_COMPLIANCE,Compliance record CMP-101832 for vendor KineticBlue Ltd International was in EXPIRED status at time of payment processing.,0.648,RESOLVED,2024-12-14,
FND-002603,INV-00396,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $35,098 was approved at L1 without L5 countersignature.",0.418,RESOLVED,2024-04-19,2024-05-13
FND-002604,INV-00153,LOW,MISSING_RECEIPT,"Reimbursement of $361,741 for Entertainment was approved despite no receipt documentation in the system.",0.569,VALIDATED,2024-11-18,
FND-002605,INV-00220,HIGH,MISSING_RECEIPT,"Employee EMP-89450 submitted 3 claims totalling $6,359 without receipts in the review period.",0.751,OPEN,2023-11-15,
FND-002606,INV-00233,MEDIUM,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 66% below the required threshold.,0.75,VALIDATED,2022-06-19,2022-06-26
FND-002607,INV-00231,MEDIUM,VENDOR_RISK,"High-risk vendor MeridianTech Holdings has no compliance record on file. Payment of $425,628 released without compliance clearance.",0.441,ESCALATED,2024-04-05,
FND-002608,INV-00032,HIGH,APPROVAL_LIMIT,"Approval granted by EMP-62388 who was not authorised to approve amounts above $5,000. Transaction value: $467,284.",0.731,ESCALATED,2021-07-17,2021-08-05
FND-002609,INV-00065,LOW,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $383,207 was approved at L3 without L4 countersignature.",0.55,VALIDATED,2022-03-25,2022-04-15
FND-002610,INV-00061,MEDIUM,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 201 days.,0.635,VALIDATED,2024-11-23,2024-12-13
FND-002611,INV-00027,HIGH,MISSING_RECEIPT,"Employee EMP-76050 submitted 7 claims totalling $10,930 without receipts in the review period.",0.878,RESOLVED,2024-04-23,2024-05-13
FND-002612,INV-00167,MEDIUM,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0009 requires receipts for all claims above $50.,0.475,OPEN,2021-10-04,2021-10-14
FND-002613,INV-00339,MEDIUM,APPROVAL_LIMIT,"Payment of $254,354 approved at Level 3, which has a limit of $100,000. Transaction exceeded limit by $47,055.",0.476,RESOLVED,2022-03-23,2022-04-02
FND-002614,INV-00101,HIGH,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $391,014 was approved at L1 without L5 countersignature.",0.821,VALIDATED,2024-05-09,
FND-002615,INV-00225,HIGH,APPROVAL_LIMIT,"Approval granted by EMP-67560 who was not authorised to approve amounts above $100,000. Transaction value: $147,085.",0.671,OPEN,2024-04-28,
FND-002616,INV-00435,MEDIUM,APPROVAL_LIMIT,"Payment of $328,603 approved at Level 2, which has a limit of $500,000. Transaction exceeded limit by $19,721.",0.549,VALIDATED,2024-06-27,2024-07-11
FND-002617,INV-00387,MEDIUM,POLICY_BREACH,"Expense claim of $400,723 for Travel exceeds the policy maximum of $500,000. Overage: $12,605.",0.576,VALIDATED,2023-07-09,2023-07-19
FND-002618,INV-00289,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-63833 who was not authorised to approve amounts above $5,000. Transaction value: $58,077.",0.642,RESOLVED,2021-09-30,2021-10-15
FND-002619,INV-00485,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-88711 who was not authorised to approve amounts above $500,000. Transaction value: $423,093.",0.633,OPEN,2022-12-08,2022-12-18
FND-002620,INV-00023,LOW,VENDOR_RISK,"BLACKLISTED vendor VND-VND-03483 received payment of $77,000 via contract CON-108735 that was not updated following blacklisting.",0.326,OPEN,2022-09-05,
FND-002621,INV-00111,LOW,EXPIRED_COMPLIANCE,"Payment of $151,837 released to Apex Solutions Ltd whose SOC 2 compliance expired 495 days before payment date.",0.318,OPEN,2024-08-01,2024-08-19
FND-002622,INV-00134,CRITICAL,FRAUD_PATTERN,"Round-number transaction of $367,419 processed at 05:29 — outside standard business hours. Flagged by anomaly detection.",0.819,ESCALATED,2024-02-25,2024-03-16
FND-002623,INV-00328,MEDIUM,APPROVAL_LIMIT,"Payment of $79,417 approved at Level 3, which has a limit of $100,000. Transaction exceeded limit by $7,260.",0.666,VALIDATED,2024-02-21,2024-03-03
FND-002624,INV-00038,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-71178 who was not authorised to approve amounts above $100,000. Transaction value: $82,490.",0.544,RESOLVED,2023-12-18,2024-01-16
FND-002625,INV-00230,MEDIUM,FRAUD_PATTERN,Transaction routed through 4 intermediate accounts before reaching final beneficiary. Unusual for TRANSFER transaction type.,0.441,OPEN,2023-09-08,2023-09-28
FND-002626,INV-00175,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-18457 who was not authorised to approve amounts above $500,000. Transaction value: $365,511.",0.432,FALSE_POSITIVE,2024-03-02,2024-03-16
FND-002627,INV-00408,LOW,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0009 requires receipts for all claims above $50.,0.208,ESCALATED,2023-11-16,
FND-002628,INV-00021,MEDIUM,MISSING_RECEIPT,"Reimbursement of $312,863 for Accommodation was approved despite no receipt documentation in the system.",0.585,FALSE_POSITIVE,2022-09-30,2022-10-24
FND-002629,INV-00473,MEDIUM,MISSING_RECEIPT,"Employee EMP-56148 submitted 5 claims totalling $6,955 without receipts in the review period.",0.484,VALIDATED,2023-06-30,2023-07-18
FND-002630,INV-00075,MEDIUM,EXPIRED_COMPLIANCE,Compliance record CMP-107276 for vendor PrimeAxis Corp was in EXPIRED status at time of payment processing.,0.603,ESCALATED,2023-03-03,2023-03-31
FND-002631,INV-00262,MEDIUM,APPROVAL_LIMIT,"Payment of $133,454 approved at Level 1, which has a limit of $500,000. Transaction exceeded limit by $1,349.",0.626,VALIDATED,2023-05-08,2023-06-04
FND-002632,INV-00070,LOW,APPROVAL_LIMIT,"Payment of $490,643 approved at Level 1, which has a limit of $5,000. Transaction exceeded limit by $6,251.",0.26,VALIDATED,2022-11-14,2022-11-30
FND-002633,INV-00242,LOW,EXPIRED_COMPLIANCE,Compliance record CMP-104928 for vendor InnoCore Dynamics Ltd was in EXPIRED status at time of payment processing.,0.526,VALIDATED,2022-07-18,2022-07-29
FND-002634,INV-00339,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-87585 who was not authorised to approve amounts above $5,000. Transaction value: $345,961.",0.527,OPEN,2024-03-22,2024-03-31
FND-002635,INV-00165,MEDIUM,EXPIRED_COMPLIANCE,Compliance record CMP-104479 for vendor MeridianTech Inc was in EXPIRED status at time of payment processing.,0.5,RESOLVED,2021-11-20,2021-12-10
FND-002636,INV-00449,MEDIUM,MISSING_RECEIPT,"Reimbursement of $294,582 for Office Supplies was approved despite no receipt documentation in the system.",0.721,VALIDATED,2021-06-24,2021-07-06
FND-002637,INV-00135,LOW,POLICY_BREACH,"Claim EXP-101969 violates Policy POL-0015 section 4.2: Training expenditure capped at $25,000 per event.",0.616,OPEN,2022-07-30,
FND-002638,INV-00281,MEDIUM,POLICY_BREACH,"Expense claim of $400,841 for Meals exceeds the policy maximum of $100,000. Overage: $38,433.",0.459,RESOLVED,2023-02-23,2023-03-14
FND-002639,INV-00076,MEDIUM,MISSING_RECEIPT,"Employee EMP-73605 submitted 8 claims totalling $8,732 without receipts in the review period.",0.581,VALIDATED,2024-12-14,
FND-002640,INV-00328,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $60,534 was approved at L2 without L5 countersignature.",0.54,VALIDATED,2023-11-10,2023-11-18
FND-002641,INV-00259,HIGH,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 17 days.,0.798,RESOLVED,2024-11-10,2024-12-10
FND-002642,INV-00150,CRITICAL,POLICY_BREACH,"Entertainment expense of $321,161 submitted by EMP-28648 exceeds monthly policy allowance of $5,000.",0.825,FALSE_POSITIVE,2023-12-09,2024-01-01
FND-002643,INV-00281,LOW,POLICY_BREACH,Employee submitted Office Supplies claim 23% above the authorised policy limit without prior exception approval.,0.286,VALIDATED,2024-11-06,2024-11-12
FND-002644,INV-00251,MEDIUM,VENDOR_RISK,"Vendor XpressCore Dynamics Ltd holds CRITICAL risk rating. 5 payments totalling $7,530 processed in the audit period.",0.607,VALIDATED,2024-04-28,
FND-002645,INV-00268,LOW,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $239,951 was approved at L1 without L5 countersignature.",0.501,OPEN,2022-10-03,2022-10-14
FND-002646,INV-00220,MEDIUM,MISSING_RECEIPT,Expense claim EXP-168552 submitted for Marketing without an attached supporting receipt.,0.609,ESCALATED,2024-12-24,2024-12-29
FND-002647,INV-00264,MEDIUM,EXPIRED_COMPLIANCE,"Payment of $307,303 released to Acuity Systems International whose SOC 2 compliance expired 397 days before payment date.",0.557,OPEN,2021-06-17,2021-07-16
FND-002648,INV-00187,MEDIUM,FRAUD_PATTERN,"Split payment pattern detected: 2 transactions to same beneficiary totalling $4,304 — each below approval threshold of $500,000.",0.642,VALIDATED,2022-08-27,
FND-002649,INV-00169,MEDIUM,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 64 days.,0.703,OPEN,2024-02-01,
FND-002650,INV-00131,MEDIUM,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 24% below the required threshold.,0.729,VALIDATED,2022-03-16,2022-04-09
FND-002651,INV-00120,HIGH,VENDOR_RISK,Payment issued to VND-VND-03006 rated LOW risk. Active contract CON-107683 in place. Enhanced due diligence not documented.,0.763,VALIDATED,2022-01-14,2022-02-03
FND-002652,INV-00145,MEDIUM,POLICY_BREACH,"Claim EXP-178322 violates Policy POL-0003 section 4.2: Consulting expenditure capped at $100,000 per event.",0.596,FALSE_POSITIVE,2023-12-09,2023-12-22
FND-002653,INV-00096,LOW,VENDOR_RISK,"BLACKLISTED vendor VND-VND-01557 received payment of $91,457 via contract CON-108663 that was not updated following blacklisting.",0.321,RESOLVED,2023-06-30,2023-07-18
FND-002654,INV-00467,HIGH,VENDOR_RISK,"High-risk vendor RapidCore Consulting LLC has no compliance record on file. Payment of $4,100 released without compliance clearance.",0.655,ESCALATED,2024-05-04,
FND-002655,INV-00367,LOW,MISSING_RECEIPT,Expense claim EXP-104670 submitted for Marketing without an attached supporting receipt.,0.535,RESOLVED,2024-01-19,2024-01-22
FND-002656,INV-00206,HIGH,MISSING_RECEIPT,"Employee EMP-75486 submitted 4 claims totalling $4,385 without receipts in the review period.",0.614,ESCALATED,2022-04-29,
FND-002657,INV-00074,MEDIUM,VENDOR_RISK,"Vendor UltraVista Technologies holds CRITICAL risk rating. 7 payments totalling $14,814 processed in the audit period.",0.485,OPEN,2023-03-10,2023-03-20
FND-002658,INV-00439,HIGH,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 36% below the required threshold.,0.62,VALIDATED,2023-02-20,2023-03-17
FND-002659,INV-00397,MEDIUM,MISSING_RECEIPT,"Employee EMP-65554 submitted 2 claims totalling $13,478 without receipts in the review period.",0.646,VALIDATED,2022-01-06,2022-01-23
FND-002660,INV-00428,MEDIUM,MISSING_RECEIPT,"Reimbursement of $487,849 for Accommodation was approved despite no receipt documentation in the system.",0.621,RESOLVED,2023-10-05,2023-10-12
FND-002661,INV-00439,MEDIUM,MISSING_RECEIPT,"Reimbursement of $286,995 for Travel was approved despite no receipt documentation in the system.",0.494,ESCALATED,2022-08-15,2022-08-25
FND-002662,INV-00146,MEDIUM,APPROVAL_LIMIT,"Payment of $324,157 approved at Level 2, which has a limit of $25,000. Transaction exceeded limit by $46,841.",0.535,OPEN,2022-04-15,2022-04-30
FND-002663,INV-00090,LOW,MISSING_RECEIPT,"Reimbursement of $257,819 for Training was approved despite no receipt documentation in the system.",0.237,VALIDATED,2023-08-20,
FND-002664,INV-00308,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-00181 rated MEDIUM risk. Active contract CON-104992 in place. Enhanced due diligence not documented.,0.582,OPEN,2021-11-30,
FND-002665,INV-00167,CRITICAL,APPROVAL_LIMIT,"Approval granted by EMP-19138 who was not authorised to approve amounts above $5,000. Transaction value: $404,137.",0.839,VALIDATED,2023-05-17,2023-05-31
FND-002666,INV-00087,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $1,584 was approved at L1 without L3 countersignature.",0.713,OPEN,2022-07-18,2022-08-14
FND-002667,INV-00142,MEDIUM,MISSING_RECEIPT,"Reimbursement of $437,616 for Equipment was approved despite no receipt documentation in the system.",0.532,RESOLVED,2022-05-07,
FND-002668,INV-00390,LOW,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $265,641 was approved at L2 without L4 countersignature.",0.211,VALIDATED,2022-12-11,2023-01-04
FND-002669,INV-00076,LOW,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 22% below the required threshold.,0.268,OPEN,2022-05-23,2022-05-30
FND-002670,INV-00215,MEDIUM,POLICY_BREACH,"Entertainment expense of $315,867 submitted by EMP-92183 exceeds monthly policy allowance of $25,000.",0.521,ESCALATED,2022-05-02,
FND-002671,INV-00162,HIGH,FRAUD_PATTERN,"Split payment pattern detected: 8 transactions to same beneficiary totalling $16,187 — each below approval threshold of $5,000.",0.676,VALIDATED,2023-08-17,2023-08-22
FND-002672,INV-00081,MEDIUM,VENDOR_RISK,"High-risk vendor QuantumEdge Solutions International has no compliance record on file. Payment of $108,973 released without compliance clearance.",0.648,RESOLVED,2023-07-27,2023-08-04
FND-002673,INV-00254,MEDIUM,POLICY_BREACH,"Claim EXP-119381 violates Policy POL-0001 section 4.2: Consulting expenditure capped at $25,000 per event.",0.455,VALIDATED,2021-09-10,2021-09-22
FND-002674,INV-00380,LOW,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0015 requires receipts for all claims above $75.,0.507,RESOLVED,2023-01-21,2023-02-02
FND-002675,INV-00408,LOW,VENDOR_RISK,"Vendor QuantumEdge Solutions Group holds CRITICAL risk rating. 6 payments totalling $11,588 processed in the audit period.",0.585,VALIDATED,2023-10-27,2023-10-28
FND-002676,INV-00164,HIGH,MISSING_RECEIPT,"Reimbursement of $440,926 for Consulting was approved despite no receipt documentation in the system.",0.729,OPEN,2023-07-28,
FND-002677,INV-00457,MEDIUM,VENDOR_RISK,"High-risk vendor UnityCore Technologies Group has no compliance record on file. Payment of $329,571 released without compliance clearance.",0.624,VALIDATED,2024-01-19,2024-02-02
FND-002678,INV-00419,CRITICAL,VENDOR_RISK,"High-risk vendor MomentumCore Corp Inc has no compliance record on file. Payment of $82,459 released without compliance clearance.",0.853,RESOLVED,2021-11-11,
FND-002679,INV-00301,MEDIUM,VENDOR_RISK,"Vendor Delta_Logistics holds CRITICAL risk rating. 5 payments totalling $3,644 processed in the audit period.",0.632,VALIDATED,2024-11-07,2024-11-24
FND-002680,INV-00029,HIGH,EXPIRED_COMPLIANCE,"Vendor VND-VND-00278 received payment of $346,639 on 2024-02-06. Compliance certificate expired on 2022-06-28 — 122 days prior.",0.651,OPEN,2021-08-11,
FND-002681,INV-00210,LOW,VENDOR_RISK,"High-risk vendor EdgeWave Technologies LLC has no compliance record on file. Payment of $6,335 released without compliance clearance.",0.265,RESOLVED,2022-08-20,2022-09-16
FND-002682,INV-00434,MEDIUM,POLICY_BREACH,Employee submitted Travel claim 77% above the authorised policy limit without prior exception approval.,0.747,VALIDATED,2024-04-23,2024-04-25
FND-002683,INV-00439,HIGH,FRAUD_PATTERN,Employee EMP-69792 submitted 6 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.772,VALIDATED,2023-07-09,
FND-002684,INV-00253,MEDIUM,MISSING_RECEIPT,"Employee EMP-95199 submitted 5 claims totalling $1,205 without receipts in the review period.",0.589,OPEN,2024-07-18,2024-07-20
FND-002685,INV-00300,MEDIUM,POLICY_BREACH,"Expense claim of $214,242 for Consulting exceeds the policy maximum of $500,000. Overage: $6,405.",0.463,OPEN,2021-09-04,2021-10-02
FND-002686,INV-00221,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-83634 who was not authorised to approve amounts above $100,000. Transaction value: $35,878.",0.675,OPEN,2021-12-05,2021-12-13
FND-002687,INV-00125,MEDIUM,VENDOR_RISK,"BLACKLISTED vendor VND-VND-02081 received payment of $200,916 via contract CON-101628 that was not updated following blacklisting.",0.703,OPEN,2023-04-18,2023-05-04
FND-002688,INV-00107,LOW,POLICY_BREACH,"Claim EXP-185455 violates Policy POL-0015 section 4.2: Accommodation expenditure capped at $100,000 per event.",0.304,FALSE_POSITIVE,2021-10-21,2021-11-09
FND-002689,INV-00401,LOW,VENDOR_RISK,"High-risk vendor TitanPath Holdings LLC has no compliance record on file. Payment of $141,175 released without compliance clearance.",0.577,OPEN,2024-12-14,2025-01-03
FND-002690,INV-00073,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $338,339 was approved at L3 without L4 countersignature.",0.486,RESOLVED,2022-03-14,2022-04-04
FND-002691,INV-00356,HIGH,APPROVAL_LIMIT,"Payment of $388,475 approved at Level 2, which has a limit of $100,000. Transaction exceeded limit by $42,552.",0.684,VALIDATED,2023-10-13,2023-11-09
FND-002692,INV-00031,MEDIUM,APPROVAL_LIMIT,"Payment of $307,185 approved at Level 2, which has a limit of $500,000. Transaction exceeded limit by $502.",0.705,FALSE_POSITIVE,2022-03-20,
FND-002693,INV-00089,CRITICAL,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 8% below the required threshold.,0.874,VALIDATED,2023-01-18,
FND-002694,INV-00212,LOW,EXPIRED_COMPLIANCE,"Vendor VND-VND-03900 received payment of $457,787 on 2022-04-22. Compliance certificate expired on 2021-05-05 — 297 days prior.",0.216,VALIDATED,2022-12-05,
FND-002695,INV-00276,HIGH,VENDOR_RISK,"BLACKLISTED vendor VND-VND-01884 received payment of $98,432 via contract CON-104655 that was not updated following blacklisting.",0.704,VALIDATED,2024-10-31,
FND-002696,INV-00205,LOW,MISSING_RECEIPT,"Reimbursement of $218,484 for Meals was approved despite no receipt documentation in the system.",0.358,RESOLVED,2022-09-16,
FND-002697,INV-00366,MEDIUM,POLICY_BREACH,"Expense claim of $432,660 for Training exceeds the policy maximum of $25,000. Overage: $40,024.",0.546,RESOLVED,2022-05-22,2022-05-29
FND-002698,INV-00166,LOW,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0006 requires receipts for all claims above $75.,0.433,VALIDATED,2024-11-07,2024-12-06
FND-002699,INV-00300,HIGH,VENDOR_RISK,"Vendor BridgeTech Consulting LLC holds CRITICAL risk rating. 7 payments totalling $4,016 processed in the audit period.",0.877,FALSE_POSITIVE,2022-01-04,
FND-002700,INV-00492,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-00488 rated LOW risk. Active contract CON-101472 in place. Enhanced due diligence not documented.,0.421,RESOLVED,2023-08-25,
FND-002701,INV-00332,MEDIUM,POLICY_BREACH,"Entertainment expense of $206,547 submitted by EMP-90122 exceeds monthly policy allowance of $5,000.",0.427,OPEN,2021-08-05,
FND-002702,INV-00037,MEDIUM,POLICY_BREACH,Employee submitted Accommodation claim 71% above the authorised policy limit without prior exception approval.,0.68,RESOLVED,2023-10-17,2023-11-14
FND-002703,INV-00278,MEDIUM,APPROVAL_LIMIT,"Payment of $10,776 approved at Level 2, which has a limit of $500,000. Transaction exceeded limit by $27,788.",0.557,RESOLVED,2021-10-17,2021-10-22
FND-002704,INV-00243,CRITICAL,EXPIRED_COMPLIANCE,Compliance record CMP-108291 for vendor VertiLink Distributors Group was in EXPIRED status at time of payment processing.,0.864,VALIDATED,2022-03-19,2022-04-10
FND-002705,INV-00143,CRITICAL,POLICY_BREACH,"Expense claim of $45,663 for Training exceeds the policy maximum of $25,000. Overage: $5,792.",0.896,RESOLVED,2024-12-25,2024-12-30
FND-002706,INV-00332,HIGH,FRAUD_PATTERN,Employee EMP-84050 submitted 4 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.74,VALIDATED,2024-12-21,2024-12-23
FND-002707,INV-00137,MEDIUM,POLICY_BREACH,"Expense claim of $410,454 for Office Supplies exceeds the policy maximum of $5,000. Overage: $23,573.",0.735,VALIDATED,2021-09-06,2021-09-27
FND-002708,INV-00159,LOW,POLICY_BREACH,"Entertainment expense of $25,597 submitted by EMP-53771 exceeds monthly policy allowance of $500,000.",0.286,RESOLVED,2022-03-14,2022-04-04
FND-002709,INV-00285,HIGH,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0011 requires receipts for all claims above $200.,0.754,VALIDATED,2024-03-01,2024-03-07
FND-002710,INV-00447,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $174,939 was approved at L3 without L5 countersignature.",0.658,VALIDATED,2024-07-02,
FND-002711,INV-00208,LOW,MISSING_RECEIPT,"Employee EMP-82056 submitted 8 claims totalling $17,017 without receipts in the review period.",0.316,VALIDATED,2024-01-10,2024-01-24
FND-002712,INV-00178,HIGH,POLICY_BREACH,Employee submitted Equipment claim 42% above the authorised policy limit without prior exception approval.,0.768,OPEN,2023-01-09,
FND-002713,INV-00470,CRITICAL,FRAUD_PATTERN,Employee EMP-10995 submitted 2 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.852,OPEN,2024-01-10,2024-01-15
FND-002714,INV-00375,MEDIUM,POLICY_BREACH,"Expense claim of $31,083 for Accommodation exceeds the policy maximum of $500,000. Overage: $15,461.",0.427,ESCALATED,2024-06-29,2024-07-01
FND-002715,INV-00201,MEDIUM,VENDOR_RISK,"Vendor BlueStar Procurement Ltd holds CRITICAL risk rating. 5 payments totalling $3,176 processed in the audit period.",0.446,VALIDATED,2021-11-18,2021-12-18
FND-002716,INV-00302,LOW,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $422,450 was approved at L1 without L3 countersignature.",0.381,FALSE_POSITIVE,2022-12-02,2022-12-29
FND-002717,INV-00300,MEDIUM,POLICY_BREACH,"Claim EXP-158518 violates Policy POL-0020 section 4.2: Equipment expenditure capped at $100,000 per event.",0.412,OPEN,2022-07-16,
FND-002718,INV-00101,LOW,EXPIRED_COMPLIANCE,"Vendor VND-VND-01616 received payment of $406,599 on 2022-04-30. Compliance certificate expired on 2022-10-12 — 142 days prior.",0.256,FALSE_POSITIVE,2022-04-21,2022-05-11
FND-002719,INV-00422,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $48,998 was approved at L2 without L5 countersignature.",0.454,VALIDATED,2024-02-23,2024-03-18
FND-002720,INV-00245,MEDIUM,VENDOR_RISK,"BLACKLISTED vendor VND-VND-03457 received payment of $98,280 via contract CON-103242 that was not updated following blacklisting.",0.475,ESCALATED,2023-10-14,2023-11-02
FND-002721,INV-00102,LOW,POLICY_BREACH,"Entertainment expense of $240,680 submitted by EMP-98880 exceeds monthly policy allowance of $5,000.",0.53,VALIDATED,2024-02-01,2024-03-02
FND-002722,INV-00093,CRITICAL,MISSING_RECEIPT,Expense claim EXP-186075 submitted for Software without an attached supporting receipt.,0.827,ESCALATED,2023-06-12,2023-06-16
