compliance_id,vendor_id,framework,status,assessment_date,expiry_date,assessed_by,findings_summary,document_ref
CMP-007840,VND-02554,ISO 9001,COMPLIANT,2022-04-13,2023-10-20,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-UM5220
CMP-007841,VND-02696,ISO 27001,COMPLIANT,2023-02-28,2023-11-06,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-OA8480
CMP-007842,VND-04248,ISO 27001,COMPLIANT,2020-12-16,2022-05-13,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-DX2515
CMP-007843,VND-00513,HIPAA,COMPLIANT,2024-02-26,2025-01-21,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-VT1619
CMP-007844,VND-03602,PCI-DSS,PENDING,2023-06-28,2025-03-18,Webster Butler,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-MM4672
CMP-007845,VND-01914,ISO 9001,COMPLIANT,2020-08-03,2021-05-01,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-IX0441
CMP-007846,VND-02156,SOC 2 Type II,COMPLIANT,2021-01-16,2021-09-19,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-NG0711
CMP-007847,VND-00997,SOX,COMPLIANT,2024-03-04,2024-11-22,Kelley Spirea,No material findings. All controls assessed as effective.,COMP-DOC-BP3514
CMP-007848,VND-04697,SOC 2 Type II,COMPLIANT,2020-11-25,2022-06-16,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-XI5476
CMP-007849,VND-01374,NIST CSF,COMPLIANT,2021-09-25,2023-02-27,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-TX4885
CMP-007850,VND-03268,ISO 27001,COMPLIANT,2022-07-22,2024-02-28,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-BK7620
CMP-007851,VND-01671,ISO 27001,COMPLIANT,2024-04-30,2024-12-23,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-FN3486
CMP-007852,VND-04470,PCI-DSS,PENDING,2023-07-30,2024-06-17,Webster Butler,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-TM7021
CMP-007853,VND-04081,SOC 2 Type II,COMPLIANT,2023-08-09,2024-04-03,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-QM7617
CMP-007854,VND-04230,ISO 27001,NON_COMPLIANT,2020-08-18,2021-04-27,Michael Albert,Insufficient audit trail documentation for transaction processing.,COMP-DOC-EK2641
CMP-007855,VND-03545,PCI-DSS,COMPLIANT,2021-01-24,2022-03-11,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-SW2551
CMP-007856,VND-00762,GDPR,COMPLIANT,2019-12-31,2020-09-07,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-HI8850
CMP-007857,VND-02246,HIPAA,COMPLIANT,2023-03-19,2024-08-17,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-AN2999
CMP-007858,VND-00565,PCI-DSS,COMPLIANT,2023-09-05,2024-04-06,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-KY1010
CMP-007859,VND-03880,PCI-DSS,NON_COMPLIANT,2021-12-06,2022-02-12,Kelley Spirea,Third-party sub-processor agreements not in place as required.,COMP-DOC-QG3900
CMP-007860,VND-00644,PCI-DSS,COMPLIANT,2020-02-19,2021-07-01,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-UO9907
CMP-007861,VND-01343,ISO 27001,COMPLIANT,2019-04-03,2021-01-30,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-PT9488
CMP-007862,VND-04147,CIS Controls,COMPLIANT,2023-01-20,2023-09-27,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-BR0390
CMP-007863,VND-04020,NIST CSF,COMPLIANT,2021-05-14,2023-02-27,Eric Dougall,No material findings. All controls assessed as effective.,COMP-DOC-ID0771
CMP-007864,VND-00767,ISO 9001,NON_COMPLIANT,2020-08-29,2021-11-17,Grant Thornton,Incident response plan not tested within required 12-month window.,COMP-DOC-MQ2970
CMP-007865,VND-01411,GDPR,COMPLIANT,2021-01-28,2022-08-25,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-WO5058
CMP-007866,VND-00372,PCI-DSS,COMPLIANT,2023-02-06,2024-01-12,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-QQ8202
CMP-007867,VND-00163,PCI-DSS,COMPLIANT,2022-08-26,2023-11-13,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-NO6943
CMP-007868,VND-00903,ISO 27001,NON_COMPLIANT,2019-09-30,2020-07-17,John Smith,Incident response plan not tested within required 12-month window.,COMP-DOC-UF7422
CMP-007869,VND-02471,PCI-DSS,COMPLIANT,2022-06-04,2023-01-25,EY Compliance,No material findings. All controls assessed as effective.,COMP-DOC-AT7983
CMP-007870,VND-04531,HIPAA,COMPLIANT,2023-05-16,2025-04-26,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-NG2145
CMP-007871,VND-04966,SOX,COMPLIANT,2021-10-22,2022-08-24,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-FN2332
CMP-007872,VND-04469,NIST CSF,COMPLIANT,2024-05-16,2025-02-20,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-JX0193
CMP-007873,VND-03461,GDPR,COMPLIANT,2023-07-02,2024-04-11,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-ZD6822
CMP-007874,VND-00946,ISO 9001,COMPLIANT,2021-08-28,2023-02-19,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-GE2356
CMP-007875,VND-04790,SOC 2 Type II,PENDING,2020-03-01,2021-09-08,Grant Thornton,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-GS9436
CMP-007876,VND-02028,HIPAA,COMPLIANT,2022-10-08,2023-06-09,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-LC7562
CMP-007877,VND-01801,PCI-DSS,COMPLIANT,2019-07-19,2020-01-31,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-WV8823
CMP-007878,VND-01947,SOC 2 Type II,COMPLIANT,2022-06-20,2024-05-21,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-ST3184
CMP-007879,VND-00647,GDPR,COMPLIANT,2022-09-18,2023-08-02,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-GH6904
CMP-007880,VND-00025,HIPAA,COMPLIANT,2022-03-11,2023-03-15,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-SF3563
CMP-007881,VND-00433,CIS Controls,COMPLIANT,2024-04-09,2024-11-27,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-DG1688
CMP-007882,VND-00476,ISO 27001,COMPLIANT,2022-12-20,2024-02-22,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-IV7710
CMP-007883,VND-00563,CIS Controls,COMPLIANT,2022-04-06,2023-01-31,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-QC6965
CMP-007884,VND-03669,PCI-DSS,COMPLIANT,2022-07-13,2023-09-28,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-JM6500
CMP-007885,VND-02747,GDPR,EXPIRED,2020-05-07,2021-06-05,RSM Risk Advisory,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-TW5641
CMP-007886,VND-01088,CIS Controls,COMPLIANT,2021-01-06,2022-04-02,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-QJ0771
CMP-007887,VND-04898,GDPR,PENDING,2023-11-14,2024-10-28,KPMG Assurance,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-PV1054
CMP-007888,VND-01922,PCI-DSS,COMPLIANT,2023-01-04,2024-01-06,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-GO1371
CMP-007889,VND-00807,SOC 2 Type II,COMPLIANT,2023-09-07,2024-05-19,Kelley Spirea,No material findings. All controls assessed as effective.,COMP-DOC-KJ4979
CMP-007890,VND-00514,GDPR,EXPIRED,2023-06-21,2023-06-01,Eric Dougall,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-TI2910
CMP-007891,VND-04277,HIPAA,COMPLIANT,2022-06-10,2023-02-15,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-XQ0778
CMP-007892,VND-00772,GDPR,PENDING,2023-10-08,2025-09-18,Janet King,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-FR8599
CMP-007893,VND-04151,SOC 2 Type II,COMPLIANT,2019-04-21,2021-03-18,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-RR9289
CMP-007894,VND-04656,SOX,COMPLIANT,2021-06-07,2022-06-15,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-LB2176
CMP-007895,VND-00134,CMMC,EXPIRED,2020-09-09,2023-03-24,David Stanley,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-QF0383
CMP-007896,VND-03523,ISO 27001,COMPLIANT,2023-06-13,2025-06-03,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-RB8626
CMP-007897,VND-02636,CMMC,COMPLIANT,2022-01-24,2023-01-26,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-PP1615
CMP-007898,VND-01387,ISO 9001,COMPLIANT,2021-04-29,2022-05-22,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-BV0186
CMP-007899,VND-03594,ISO 27001,COMPLIANT,2022-04-09,2022-11-09,Eric Dougall,No material findings. All controls assessed as effective.,COMP-DOC-UW0350
CMP-007900,VND-01235,SOC 2 Type II,EXPIRED,2020-12-31,2022-03-01,Kelley Spirea,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-XZ9078
CMP-007901,VND-02316,SOX,COMPLIANT,2022-03-05,2022-10-14,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-RD1140
CMP-007902,VND-03440,GDPR,EXPIRED,2022-04-06,2022-02-03,RSM Risk Advisory,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-TQ6703
CMP-007903,VND-00081,SOC 2 Type II,COMPLIANT,2021-12-16,2022-09-29,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-IZ7008
CMP-007904,VND-01135,SOC 2 Type II,COMPLIANT,2020-04-01,2022-03-19,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-YS3746
CMP-007905,VND-01834,ISO 9001,COMPLIANT,2021-05-12,2023-01-03,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-CP6225
CMP-007906,VND-02258,HIPAA,COMPLIANT,2020-09-18,2021-03-17,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-KF7476
CMP-007907,VND-04437,SOC 2 Type II,COMPLIANT,2019-09-28,2020-12-26,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-VI9893
CMP-007908,VND-03763,SOC 2 Type II,PENDING,2023-03-09,2024-12-11,Internal Audit - Compliance,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-AE3593
CMP-007909,VND-00040,HIPAA,COMPLIANT,2019-04-05,2020-04-16,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-CD6849
CMP-007910,VND-00932,SOC 2 Type II,COMPLIANT,2020-08-13,2021-09-23,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-IX7199
CMP-007911,VND-02623,PCI-DSS,PENDING,2023-07-28,2024-10-28,Elijiah Gray,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-DE7511
CMP-007912,VND-03052,SOC 2 Type II,COMPLIANT,2023-09-17,2024-12-11,Eric Dougall,No material findings. All controls assessed as effective.,COMP-DOC-SL4403
CMP-007913,VND-04462,SOC 2 Type II,COMPLIANT,2022-07-30,2024-02-14,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-CM8756
CMP-007914,VND-00473,SOC 2 Type II,COMPLIANT,2021-07-30,2023-01-15,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-DY1101
CMP-007915,VND-03531,PCI-DSS,PENDING,2021-10-30,2023-06-10,RSM Risk Advisory,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-NF6027
CMP-007916,VND-02314,CMMC,NON_COMPLIANT,2023-02-26,2024-06-24,BDO Risk Services,Third-party sub-processor agreements not in place as required.,COMP-DOC-RC2615
CMP-007917,VND-03522,SOC 2 Type II,COMPLIANT,2020-05-04,2021-11-11,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-MF9856
CMP-007918,VND-00280,ISO 27001,COMPLIANT,2022-05-27,2024-04-04,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-TJ0393
CMP-007919,VND-01930,CIS Controls,COMPLIANT,2023-12-10,2025-06-07,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-MT1003
CMP-007920,VND-03374,GDPR,COMPLIANT,2020-11-22,2021-12-12,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-HO5393
CMP-007921,VND-01564,SOC 2 Type II,COMPLIANT,2021-12-06,2022-11-15,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-FB7422
CMP-007922,VND-02353,ISO 9001,EXPIRED,2022-09-11,2021-06-28,Peter Monroe,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-FX5981
CMP-007923,VND-01266,ISO 27001,COMPLIANT,2023-06-24,2024-12-07,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-YR7913
CMP-007924,VND-02205,ISO 27001,COMPLIANT,2019-10-14,2020-07-04,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-PC7895
CMP-007925,VND-02835,ISO 9001,COMPLIANT,2019-06-16,2020-06-03,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-YP9280
CMP-007926,VND-03602,SOC 2 Type II,COMPLIANT,2020-03-23,2021-06-16,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-QH9682
CMP-007927,VND-01795,NIST CSF,COMPLIANT,2023-06-21,2024-04-21,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-FG1729
CMP-007928,VND-00230,ISO 9001,COMPLIANT,2019-05-05,2021-05-02,EY Compliance,No material findings. All controls assessed as effective.,COMP-DOC-VG3115
CMP-007929,VND-00786,SOX,PENDING,2020-11-14,2022-01-24,Brian Champaigne,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-SZ2508
CMP-007930,VND-03244,NIST CSF,COMPLIANT,2022-04-18,2022-11-06,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-UH3421
CMP-007931,VND-04777,HIPAA,COMPLIANT,2024-05-31,2025-02-10,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-IH2182
CMP-007932,VND-03824,NIST CSF,COMPLIANT,2020-03-16,2022-02-22,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-WT2914
CMP-007933,VND-01069,SOC 2 Type II,COMPLIANT,2024-03-05,2025-09-05,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-PN7054
CMP-007934,VND-03380,ISO 9001,NON_COMPLIANT,2020-11-10,2022-11-07,Brandon R. LeBlanc,Critical control gap identified in access management procedures.,COMP-DOC-LS2125
CMP-007935,VND-02231,ISO 9001,PENDING,2023-04-29,2024-02-03,Deloitte Risk Advisory,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-SR5432
CMP-007936,VND-01297,HIPAA,COMPLIANT,2021-12-19,2022-11-12,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-LD4392
CMP-007937,VND-04064,NIST CSF,COMPLIANT,2019-08-06,2020-08-04,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-VU7810
CMP-007938,VND-00371,PCI-DSS,EXPIRED,2020-03-06,2023-05-11,BDO Risk Services,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-SQ0898
CMP-007939,VND-03641,PCI-DSS,PENDING,2022-05-18,2023-07-29,Peter Monroe,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-SV9408
CMP-007940,VND-04719,ISO 27001,PENDING,2022-04-17,2024-01-10,Eric Dougall,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-PW1672
CMP-007941,VND-02828,SOX,COMPLIANT,2020-11-04,2022-04-21,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-XG3693
CMP-007942,VND-00714,ISO 27001,PENDING,2023-12-22,2025-07-10,BDO Risk Services,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-XE0738
CMP-007943,VND-00067,PCI-DSS,COMPLIANT,2022-10-06,2023-08-08,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-XB5343
CMP-007944,VND-04011,SOC 2 Type II,COMPLIANT,2021-08-17,2023-04-13,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-WS7941
CMP-007945,VND-02130,GDPR,PENDING,2021-09-16,2023-07-31,John Smith,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-GC0946
CMP-007946,VND-04066,SOC 2 Type II,NON_COMPLIANT,2020-06-05,2021-10-13,Eric Dougall,Incident response plan not tested within required 12-month window.,COMP-DOC-MY4556
CMP-007947,VND-00059,ISO 27001,COMPLIANT,2021-08-14,2022-03-27,Eric Dougall,No material findings. All controls assessed as effective.,COMP-DOC-HF7801
CMP-007948,VND-03787,ISO 27001,COMPLIANT,2021-12-28,2023-02-19,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-ZA1513
CMP-007949,VND-02208,SOC 2 Type II,COMPLIANT,2020-05-06,2020-12-09,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-CL0634
CMP-007950,VND-03487,ISO 27001,COMPLIANT,2022-10-25,2023-05-31,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-KK6129
CMP-007951,VND-04510,SOC 2 Type II,COMPLIANT,2022-07-09,2023-08-12,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-HI6236
CMP-007952,VND-02431,HIPAA,COMPLIANT,2020-03-29,2021-10-09,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-DC1579
CMP-007953,VND-04891,GDPR,COMPLIANT,2022-01-11,2023-12-30,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-DH6423
CMP-007954,VND-00730,SOC 2 Type II,COMPLIANT,2020-11-28,2021-12-07,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-KT8507
CMP-007955,VND-01988,CMMC,COMPLIANT,2023-03-07,2024-07-15,Kelley Spirea,No material findings. All controls assessed as effective.,COMP-DOC-WK0475
CMP-007956,VND-04069,PCI-DSS,COMPLIANT,2020-08-12,2021-08-04,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-SS3033
CMP-007957,VND-00261,GDPR,COMPLIANT,2022-03-25,2024-01-12,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-OK5012
CMP-007958,VND-04946,ISO 27001,PENDING,2019-12-29,2021-03-03,John Smith,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-WH9001
CMP-007959,VND-00965,ISO 9001,COMPLIANT,2021-07-09,2022-05-11,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-RG2493
CMP-007960,VND-02939,SOC 2 Type II,COMPLIANT,2021-12-18,2023-01-10,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-FK5822
CMP-007961,VND-01238,ISO 9001,COMPLIANT,2023-07-31,2025-04-29,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-CJ1511
CMP-007962,VND-00584,GDPR,COMPLIANT,2022-11-12,2024-10-21,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-KV8098
CMP-007963,VND-04652,GDPR,NON_COMPLIANT,2020-03-19,2021-05-09,PwC Compliance Team,Incident response plan not tested within required 12-month window.,COMP-DOC-MY0665
CMP-007964,VND-04795,HIPAA,COMPLIANT,2023-09-20,2025-04-01,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-TR3561
CMP-007965,VND-04145,SOC 2 Type II,PENDING,2020-12-15,2022-02-11,Kissy Sullivan,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-TR0081
CMP-007966,VND-02173,ISO 27001,PENDING,2021-06-18,2023-03-06,KPMG Assurance,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-AZ5286
CMP-007967,VND-00164,ISO 9001,COMPLIANT,2023-06-24,2025-06-12,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-EV8921
CMP-007968,VND-01510,ISO 9001,COMPLIANT,2021-06-27,2022-07-31,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-EQ4470
CMP-007969,VND-02008,SOC 2 Type II,COMPLIANT,2024-04-06,2025-05-05,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-SM9522
CMP-007970,VND-00223,SOC 2 Type II,COMPLIANT,2023-08-13,2024-03-22,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-LC9498
CMP-007971,VND-03268,ISO 27001,NON_COMPLIANT,2021-03-07,2022-07-04,KPMG Assurance,Insufficient audit trail documentation for transaction processing.,COMP-DOC-YB6391
CMP-007972,VND-00301,ISO 9001,PENDING,2019-05-10,2020-02-29,BDO Risk Services,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-SF0769
CMP-007973,VND-03719,GDPR,EXPIRED,2023-11-06,2021-01-10,Webster Butler,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-BV6587
CMP-007974,VND-00641,NIST CSF,NON_COMPLIANT,2022-09-18,2023-03-15,Michael Albert,Vendor failed data encryption requirements under framework section 7.2.,COMP-DOC-WD1529
CMP-007975,VND-02397,SOC 2 Type II,COMPLIANT,2019-06-14,2021-06-12,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-HO6354
CMP-007976,VND-02370,ISO 9001,COMPLIANT,2021-04-24,2022-06-10,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-OB6785
CMP-007977,VND-01109,SOC 2 Type II,COMPLIANT,2019-03-30,2020-05-15,Kelley Spirea,No material findings. All controls assessed as effective.,COMP-DOC-DX4456
CMP-007978,VND-01448,GDPR,COMPLIANT,2024-05-09,2025-03-27,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-JO5981
CMP-007979,VND-01828,GDPR,COMPLIANT,2019-06-02,2020-05-12,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-WU6324
CMP-007980,VND-03837,SOC 2 Type II,PENDING,2024-02-12,2025-08-25,Amy Dunn,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-IP3350
CMP-007981,VND-01396,ISO 27001,COMPLIANT,2024-03-28,2024-10-16,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-DQ5112
CMP-007982,VND-02376,SOX,COMPLIANT,2022-06-04,2022-12-05,EY Compliance,No material findings. All controls assessed as effective.,COMP-DOC-AV8162
CMP-007983,VND-02791,NIST CSF,PENDING,2024-05-07,2026-02-13,Kelley Spirea,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-BV9852
CMP-007984,VND-03849,ISO 27001,COMPLIANT,2019-12-26,2020-12-02,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-SK6605
CMP-007985,VND-03807,ISO 27001,PENDING,2019-12-11,2021-05-31,Kelley Spirea,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-PE9932
CMP-007986,VND-00099,SOX,PENDING,2021-07-06,2022-06-16,KPMG Assurance,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-XZ9746
CMP-007987,VND-02692,SOC 2 Type II,COMPLIANT,2023-07-12,2024-04-09,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-AM3825
CMP-007988,VND-00999,NIST CSF,COMPLIANT,2024-02-14,2025-09-26,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-OZ0287
CMP-007989,VND-00096,ISO 9001,COMPLIANT,2020-02-27,2021-06-04,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-YI1976
CMP-007990,VND-02307,ISO 9001,EXPIRED,2024-01-01,2021-06-19,Debra Houlihan,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-YH1389
CMP-007991,VND-03687,CMMC,EXPIRED,2019-06-10,2023-04-19,Peter Monroe,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-FT0208
CMP-007992,VND-01929,SOX,COMPLIANT,2020-01-20,2021-02-13,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-LL4028
CMP-007993,VND-00528,SOC 2 Type II,EXPIRED,2020-12-12,2021-08-09,RSM Risk Advisory,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-CV3650
CMP-007994,VND-00240,GDPR,COMPLIANT,2019-12-10,2020-07-04,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-IU3190
CMP-007995,VND-04108,GDPR,COMPLIANT,2019-09-07,2021-07-27,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-UH7882
CMP-007996,VND-01575,GDPR,COMPLIANT,2019-03-17,2020-03-07,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-GO4220
CMP-007997,VND-03258,GDPR,PENDING,2023-07-12,2024-02-18,John Smith,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-DF6520
CMP-007998,VND-04345,GDPR,COMPLIANT,2023-08-13,2024-04-09,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-LW4860
CMP-007999,VND-02188,SOC 2 Type II,COMPLIANT,2019-12-29,2021-10-05,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-FF6378
CMP-008000,VND-02761,SOC 2 Type II,COMPLIANT,2019-01-06,2019-11-27,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-CJ6909
CMP-008001,VND-03138,ISO 9001,NON_COMPLIANT,2022-10-23,2023-12-24,Michael Albert,Insufficient audit trail documentation for transaction processing.,COMP-DOC-XX7328
CMP-008002,VND-03776,HIPAA,COMPLIANT,2023-11-18,2025-10-22,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-RJ7797
CMP-008003,VND-03404,SOC 2 Type II,EXPIRED,2021-10-23,2023-03-14,Kelley Spirea,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-KW4085
CMP-008004,VND-02938,SOX,COMPLIANT,2019-04-25,2020-05-03,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-MH2861
CMP-008005,VND-00810,CIS Controls,COMPLIANT,2019-02-20,2021-02-03,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-YA2726
CMP-008006,VND-00834,GDPR,COMPLIANT,2022-12-27,2023-07-09,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-GK6576
CMP-008007,VND-00250,GDPR,COMPLIANT,2019-01-05,2020-04-25,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-JH9967
CMP-008008,VND-03685,CIS Controls,PENDING,2022-07-23,2023-11-29,RSM Risk Advisory,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-DG2419
CMP-008009,VND-01915,ISO 27001,COMPLIANT,2019-09-13,2020-07-15,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-KH6804
