investigation_id,audit_question,investigation_type,status,created_date,completed_date,scope_period_start,scope_period_end,created_by_employee_id
INV-00322,Identify vendors operating without a valid compliance certificate.,FRAUD_INVESTIGATION,IN_PROGRESS,2022-01-25,,2021-04-28,2022-01-06,EMP-CORP-00004
INV-00323,Identify transactions with round-number amounts processed outside business hours.,COMPLIANCE_REVIEW,COMPLETED,2023-05-25,2023-10-14,2021-07-25,2023-05-24,EMP-53319
INV-00324,Which expense claims exceed the policy limit for the stated category?,COMPLIANCE_REVIEW,COMPLETED,2021-11-29,2022-03-13,2020-11-02,2021-11-28,EMP-19013
INV-00325,Are compliance records current for all vendors with active contracts?,POLICY_BREACH_REVIEW,ON_HOLD,2023-03-07,,2021-11-14,2023-02-26,EMP-49204
INV-00326,Which transactions exhibit patterns consistent with split payment fraud?,FRAUD_INVESTIGATION,COMPLETED,2021-12-04,2022-03-15,2019-12-27,2021-11-29,EMP-46162
INV-00327,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,APPROVAL_LIMIT_REVIEW,COMPLETED,2021-09-15,2022-03-06,2020-04-08,2021-08-22,EMP-13643
INV-00328,Which vendors received payments after their compliance certificate expired?,POLICY_BREACH_REVIEW,OPEN,2022-03-16,,2020-12-11,2022-02-28,EMP-37697
INV-00329,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,APPROVAL_LIMIT_REVIEW,COMPLETED,2024-03-11,2024-08-23,2022-07-30,2024-02-27,EMP-29373
INV-00330,Which vendors received payments after their compliance certificate expired?,FRAUD_INVESTIGATION,COMPLETED,2022-09-21,2022-10-11,2022-06-14,2022-09-12,MGR-6637
INV-00331,Which high-risk or critical-risk vendors have received payments in the past 12 months?,POLICY_BREACH_REVIEW,COMPLETED,2023-01-30,2023-02-23,2021-03-12,2023-01-22,EMP-37380
INV-00332,Are there transactions approved by employees whose authority limit was insufficient?,COMPLIANCE_REVIEW,COMPLETED,2021-12-17,2022-03-09,2020-07-13,2021-12-05,EMP-38158
INV-00333,Are there transactions to the same beneficiary from multiple employees?,COMPLIANCE_REVIEW,COMPLETED,2024-04-12,2024-04-30,2022-04-22,2024-03-18,EMP-48804
INV-00334,Identify duplicate expense claims submitted by the same employee within 7 days.,FRAUD_INVESTIGATION,IN_PROGRESS,2023-03-13,,2021-11-13,2023-02-12,EMP-71536
INV-00335,Identify duplicate expense claims submitted by the same employee within 7 days.,COMPLIANCE_REVIEW,COMPLETED,2023-04-26,2023-10-20,2022-01-19,2023-04-18,EMP-44983
INV-00336,Are there expense claims approved by the submitting employee (self-approval)?,CONTRACT_AUDIT,COMPLETED,2022-07-19,2022-11-18,2021-08-28,2022-07-01,EMP-60764
INV-00337,Are there transactions approved by employees whose authority limit was insufficient?,VENDOR_RISK_ASSESSMENT,COMPLETED,2024-04-05,2024-04-30,2023-09-26,2024-03-25,EMP-62770
INV-00338,Identify vendors operating without a valid compliance certificate.,EXPENSE_AUDIT,COMPLETED,2021-08-17,2021-10-19,2020-12-19,2021-07-29,EMP-9158
INV-00339,Which transactions exceeded the approval authority limits of the authorising officer?,COMPLIANCE_REVIEW,IN_PROGRESS,2023-02-18,,2021-11-05,2023-02-09,EMP-2030
INV-00340,Which vendors are marked NON_COMPLIANT under ISO 27001 or SOC 2?,COMPLIANCE_REVIEW,COMPLETED,2022-08-08,2022-10-05,2020-09-09,2022-07-17,EMP-1569
INV-00341,Identify transactions with round-number amounts processed outside business hours.,EXPENSE_AUDIT,IN_PROGRESS,2022-04-19,,2020-11-01,2022-04-08,EMP-43362
INV-00342,Which high-risk or critical-risk vendors have received payments in the past 12 months?,EXPENSE_AUDIT,IN_PROGRESS,2022-04-14,,2021-02-26,2022-04-03,EMP-65101
INV-00343,Are there active contracts with BLACKLISTED vendors?,CONTRACT_AUDIT,OPEN,2022-10-19,,2021-04-06,2022-09-25,EMP-33251
INV-00344,Which expense claims were submitted without an attached receipt?,CONTRACT_AUDIT,COMPLETED,2022-10-23,2023-04-20,2022-06-27,2022-09-25,EMP-CORP-00481
INV-00345,Identify all approvals made by terminated employees during the audit period.,EXPENSE_AUDIT,ON_HOLD,2021-07-08,,2020-01-15,2021-06-11,EMP-67663
INV-00346,Which transactions exceeded the approval authority limits of the authorising officer?,COMPLIANCE_REVIEW,IN_PROGRESS,2022-02-06,,2020-09-18,2022-01-28,EMP-43101
INV-00347,Which expense claims were submitted without an attached receipt?,COMPLIANCE_REVIEW,OPEN,2024-05-14,,2024-01-10,2024-04-25,EMP-10692
INV-00348,Which contracts have passed their end date but remain in ACTIVE status?,APPROVAL_LIMIT_REVIEW,IN_PROGRESS,2023-02-19,,2021-12-30,2023-01-23,EMP-38210
INV-00349,Are there transactions approved by employees whose authority limit was insufficient?,FINANCIAL_INVESTIGATION,COMPLETED,2022-01-13,2022-04-22,2021-05-29,2022-01-05,EMP-45162
INV-00350,Identify vendors operating without a valid compliance certificate.,POLICY_BREACH_REVIEW,ON_HOLD,2022-02-07,,2020-10-08,2022-02-07,EMP-72121
INV-00351,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,VENDOR_RISK_ASSESSMENT,COMPLETED,2022-12-12,2023-05-25,2021-04-15,2022-11-18,EMP-42354
INV-00352,Are compliance records current for all vendors with active contracts?,POLICY_BREACH_REVIEW,COMPLETED,2021-10-09,2022-01-22,2019-10-28,2021-09-28,EMP-54384
INV-00353,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,APPROVAL_LIMIT_REVIEW,OPEN,2023-01-23,,2021-08-11,2023-01-21,EMP-23156
INV-00354,Which audit findings are supported by multiple independent evidence sources?,VENDOR_RISK_ASSESSMENT,COMPLETED,2023-04-20,2023-05-26,2021-06-17,2023-04-19,EMP-17259
INV-00355,Which transactions exceeded the approval authority limits of the authorising officer?,FRAUD_INVESTIGATION,COMPLETED,2021-10-29,2022-03-07,2021-05-04,2021-10-08,EMP-10834
INV-00356,Which transactions exhibit patterns consistent with split payment fraud?,COMPLIANCE_REVIEW,COMPLETED,2021-06-03,2021-11-07,2020-11-11,2021-05-05,EMP-31426
INV-00357,Identify transactions with round-number amounts processed outside business hours.,COMPLIANCE_REVIEW,ON_HOLD,2022-09-21,,2021-09-19,2022-09-07,EMP-51269
INV-00358,Which vendors have not completed mandatory compliance assessments?,POLICY_BREACH_REVIEW,COMPLETED,2021-09-24,2022-01-11,2020-08-08,2021-09-05,EMP-36283
INV-00359,Identify vendors operating without a valid compliance certificate.,VENDOR_RISK_ASSESSMENT,ON_HOLD,2021-12-11,,2020-10-28,2021-11-24,EMP-70714
INV-00360,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,APPROVAL_LIMIT_REVIEW,COMPLETED,2023-02-24,2023-05-26,2021-11-08,2023-01-29,EMP-70381
INV-00361,Are there transactions to the same beneficiary from multiple employees?,FRAUD_INVESTIGATION,COMPLETED,2023-08-09,2023-11-11,2022-09-02,2023-07-19,EMP-68386
INV-00362,Are there expense claims approved by the submitting employee (self-approval)?,APPROVAL_LIMIT_REVIEW,COMPLETED,2023-10-20,2023-11-07,2022-08-07,2023-09-28,EMP-64187
INV-00363,Which expense claims exceed the policy limit for the stated category?,COMPLIANCE_REVIEW,COMPLETED,2022-04-02,2022-05-21,2020-04-21,2022-03-28,EMP-10079
INV-00364,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,VENDOR_RISK_ASSESSMENT,ON_HOLD,2023-03-27,,2022-07-15,2023-03-02,EMP-27687
INV-00365,Are there transactions approved by employees whose authority limit was insufficient?,POLICY_BREACH_REVIEW,IN_PROGRESS,2021-09-09,,2021-06-04,2021-08-14,EMP-71572
INV-00366,Which audit findings are supported by multiple independent evidence sources?,CONTRACT_AUDIT,COMPLETED,2022-11-27,2023-05-10,2021-07-30,2022-11-25,EMP-33202
INV-00367,Which escalated approvals were not subsequently ratified at the required level?,POLICY_BREACH_REVIEW,COMPLETED,2023-07-27,2023-11-17,2022-05-08,2023-07-11,EMP-54780
INV-00368,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,EXPENSE_AUDIT,COMPLETED,2022-06-14,2022-11-08,2020-08-09,2022-05-24,EMP-408
INV-00369,Which vendors received payments after their compliance certificate expired?,FINANCIAL_INVESTIGATION,ON_HOLD,2021-11-04,,2020-05-25,2021-11-04,EMP-37715
INV-00370,Which vendors have not completed mandatory compliance assessments?,VENDOR_RISK_ASSESSMENT,COMPLETED,2021-06-11,2021-07-02,2021-01-19,2021-06-01,EMP-21708
INV-00371,Which transactions exhibit patterns consistent with split payment fraud?,CONTRACT_AUDIT,COMPLETED,2021-11-15,2022-02-10,2020-04-29,2021-11-05,EMP-11292
INV-00372,Identify contracts with unusually high values relative to vendor risk tier.,POLICY_BREACH_REVIEW,COMPLETED,2022-10-08,2022-12-26,2020-10-16,2022-09-19,EMP-22225
INV-00373,Identify contracts with unusually high values relative to vendor risk tier.,POLICY_BREACH_REVIEW,IN_PROGRESS,2023-11-29,,2023-01-30,2023-11-11,EMP-45125
INV-00374,Identify duplicate expense claims submitted by the same employee within 7 days.,POLICY_BREACH_REVIEW,IN_PROGRESS,2022-01-24,,2020-05-30,2022-01-22,EMP-10869
INV-00375,Which contracts have passed their end date but remain in ACTIVE status?,APPROVAL_LIMIT_REVIEW,IN_PROGRESS,2024-03-17,,2023-09-08,2024-02-25,EMP-21421
INV-00376,Which high-risk or critical-risk vendors have received payments in the past 12 months?,CONTRACT_AUDIT,COMPLETED,2022-10-30,2023-01-06,2021-09-30,2022-10-01,EMP-45570
INV-00377,Which expense claims were submitted without an attached receipt?,CONTRACT_AUDIT,OPEN,2023-01-11,,2022-01-18,2022-12-18,EMP-73057
INV-00378,Are compliance records current for all vendors with active contracts?,APPROVAL_LIMIT_REVIEW,IN_PROGRESS,2021-11-23,,2020-03-20,2021-11-03,EMP-10720
INV-00379,Which transactions exhibit patterns consistent with split payment fraud?,CONTRACT_AUDIT,COMPLETED,2021-08-29,2021-11-02,2019-11-12,2021-08-17,EMP-36682
INV-00380,Which transactions exceeded the approval authority limits of the authorising officer?,EXPENSE_AUDIT,COMPLETED,2023-02-21,2023-05-10,2022-01-28,2023-01-24,EMP-43206
INV-00381,Which expense claims were submitted without an attached receipt?,POLICY_BREACH_REVIEW,COMPLETED,2022-09-19,2023-02-17,2022-02-14,2022-08-29,EMP-46623
INV-00382,Which escalated approvals were not subsequently ratified at the required level?,COMPLIANCE_REVIEW,COMPLETED,2022-09-27,2023-01-08,2021-11-16,2022-09-16,EMP-27842
INV-00383,Which escalated approvals were not subsequently ratified at the required level?,VENDOR_RISK_ASSESSMENT,COMPLETED,2022-12-04,2023-01-25,2022-08-17,2022-11-28,EMP-26827
INV-00384,Which expense claims exceed the policy limit for the stated category?,VENDOR_RISK_ASSESSMENT,COMPLETED,2022-11-05,2023-05-04,2021-01-22,2022-10-09,EMP-15662
INV-00385,Which contracts have passed their end date but remain in ACTIVE status?,EXPENSE_AUDIT,COMPLETED,2023-08-10,2023-09-08,2021-11-02,2023-07-31,EMP-36123
INV-00386,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,CONTRACT_AUDIT,IN_PROGRESS,2022-08-13,,2021-01-07,2022-08-05,EMP-60744
INV-00387,Which contracts have passed their end date but remain in ACTIVE status?,FINANCIAL_INVESTIGATION,OPEN,2022-08-24,,2021-01-16,2022-07-28,EMP-48798
INV-00388,Identify transactions with round-number amounts processed outside business hours.,POLICY_BREACH_REVIEW,ON_HOLD,2022-10-11,,2022-01-28,2022-09-11,EMP-15480
INV-00389,Which contracts have passed their end date but remain in ACTIVE status?,CONTRACT_AUDIT,COMPLETED,2022-06-21,2022-11-11,2022-03-21,2022-06-09,EMP-1962
INV-00390,Are there transactions approved by employees whose authority limit was insufficient?,VENDOR_RISK_ASSESSMENT,IN_PROGRESS,2021-08-03,,2019-09-23,2021-07-14,EMP-62597
INV-00391,Identify duplicate expense claims submitted by the same employee within 7 days.,POLICY_BREACH_REVIEW,OPEN,2022-01-03,,2021-05-14,2021-12-11,EMP-74433
INV-00392,Identify all approvals made by terminated employees during the audit period.,APPROVAL_LIMIT_REVIEW,COMPLETED,2022-01-28,2022-04-06,2020-08-29,2022-01-14,EMP-49498
INV-00393,Identify all approvals made by terminated employees during the audit period.,EXPENSE_AUDIT,IN_PROGRESS,2024-02-02,,2022-07-09,2024-01-27,EMP-288
INV-00394,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,VENDOR_RISK_ASSESSMENT,OPEN,2023-10-01,,2023-04-23,2023-10-01,EMP-26595
INV-00395,Identify all approvals made by terminated employees during the audit period.,CONTRACT_AUDIT,COMPLETED,2023-04-04,2023-06-19,2021-07-18,2023-03-16,EMP-5453
INV-00396,Which vendors are marked NON_COMPLIANT under ISO 27001 or SOC 2?,COMPLIANCE_REVIEW,COMPLETED,2022-10-21,2022-12-22,2021-02-11,2022-10-03,EMP-23682
INV-00397,Which expense claims exceed the policy limit for the stated category?,EXPENSE_AUDIT,COMPLETED,2023-02-03,2023-05-02,2022-07-06,2023-01-04,EMP-18703
INV-00398,Which audit findings are supported by multiple independent evidence sources?,APPROVAL_LIMIT_REVIEW,IN_PROGRESS,2022-02-06,,2021-07-30,2022-01-30,EMP-CORP-00267
INV-00399,Are there transactions approved by employees whose authority limit was insufficient?,FINANCIAL_INVESTIGATION,COMPLETED,2024-01-26,2024-03-30,2022-11-04,2024-01-20,EMP-47751
INV-00400,Which transactions exceeded the approval authority limits of the authorising officer?,VENDOR_RISK_ASSESSMENT,COMPLETED,2023-12-15,2024-04-30,2022-12-21,2023-11-28,EMP-48658
INV-00401,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,APPROVAL_LIMIT_REVIEW,COMPLETED,2021-10-31,2021-12-30,2020-06-22,2021-10-13,EMP-68115
INV-00402,Are there active contracts with BLACKLISTED vendors?,FRAUD_INVESTIGATION,OPEN,2023-07-18,,2022-09-06,2023-07-09,EMP-24924
INV-00403,Which expense claims exceed the policy limit for the stated category?,VENDOR_RISK_ASSESSMENT,IN_PROGRESS,2022-11-07,,2021-12-11,2022-10-21,EMP-73764
INV-00404,Which audit findings are supported by multiple independent evidence sources?,FINANCIAL_INVESTIGATION,COMPLETED,2023-01-04,2023-01-20,2022-09-18,2022-12-08,EMP-38158
INV-00405,Which escalated approvals were not subsequently ratified at the required level?,POLICY_BREACH_REVIEW,IN_PROGRESS,2024-04-16,,2022-08-23,2024-03-27,EMP-1032
INV-00406,Which escalated approvals were not subsequently ratified at the required level?,FRAUD_INVESTIGATION,COMPLETED,2021-07-11,2021-08-25,2020-05-23,2021-06-26,EMP-17802
INV-00407,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,EXPENSE_AUDIT,COMPLETED,2023-05-05,2023-09-14,2022-01-10,2023-04-13,EMP-CORP-00100
INV-00408,Are there transactions approved by employees whose authority limit was insufficient?,VENDOR_RISK_ASSESSMENT,COMPLETED,2022-07-03,2022-07-23,2020-11-15,2022-07-02,EMP-60120
INV-00409,Identify all approvals made by terminated employees during the audit period.,COMPLIANCE_REVIEW,COMPLETED,2023-07-19,2023-11-26,2022-03-31,2023-07-06,EMP-56639
INV-00410,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,POLICY_BREACH_REVIEW,COMPLETED,2023-03-10,2023-03-24,2022-10-13,2023-03-09,EMP-6911
INV-00411,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,APPROVAL_LIMIT_REVIEW,IN_PROGRESS,2022-04-21,,2021-09-11,2022-03-24,EMP-18244
INV-00412,Which vendors have not completed mandatory compliance assessments?,FRAUD_INVESTIGATION,COMPLETED,2022-08-08,2022-10-05,2021-06-11,2022-07-24,EMP-207
INV-00413,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,FINANCIAL_INVESTIGATION,IN_PROGRESS,2022-02-15,,2021-08-04,2022-02-10,EMP-19706
INV-00414,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,EXPENSE_AUDIT,COMPLETED,2023-06-16,2023-09-24,2022-09-25,2023-06-05,EMP-60261
INV-00415,Which expense claims were submitted without an attached receipt?,COMPLIANCE_REVIEW,COMPLETED,2022-11-26,2023-01-02,2021-05-23,2022-11-07,EMP-70643
INV-00416,Which vendors have not completed mandatory compliance assessments?,CONTRACT_AUDIT,COMPLETED,2023-12-04,2023-12-23,2022-01-02,2023-11-09,EMP-62213
INV-00417,Identify contracts with unusually high values relative to vendor risk tier.,FINANCIAL_INVESTIGATION,COMPLETED,2022-01-12,2022-02-26,2020-01-20,2021-12-25,EMP-55874
INV-00418,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,CONTRACT_AUDIT,COMPLETED,2021-12-16,2022-02-20,2021-07-18,2021-12-06,EMP-20191
INV-00419,Identify all approvals made by terminated employees during the audit period.,VENDOR_RISK_ASSESSMENT,COMPLETED,2023-01-05,2023-03-25,2021-05-12,2022-12-19,EMP-60694
INV-00420,Which vendors have not completed mandatory compliance assessments?,CONTRACT_AUDIT,COMPLETED,2023-04-08,2023-09-17,2022-09-05,2023-04-01,EMP-71289
INV-00421,Identify transactions with round-number amounts processed outside business hours.,CONTRACT_AUDIT,COMPLETED,2022-06-18,2022-10-21,2021-01-10,2022-06-13,EMP-53430
INV-00422,Which vendors have not completed mandatory compliance assessments?,CONTRACT_AUDIT,COMPLETED,2023-04-19,2023-06-17,2021-06-11,2023-04-13,EMP-4768
INV-00423,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,EXPENSE_AUDIT,COMPLETED,2022-07-09,2022-10-03,2022-04-01,2022-06-25,EMP-32209
INV-00424,Which expense claims were submitted without an attached receipt?,VENDOR_RISK_ASSESSMENT,ON_HOLD,2022-08-16,,2022-02-02,2022-07-23,EMP-46064
INV-00425,Identify vendors operating without a valid compliance certificate.,FRAUD_INVESTIGATION,COMPLETED,2023-12-07,2024-04-09,2022-01-18,2023-11-12,EMP-59690
INV-00426,Identify vendors operating without a valid compliance certificate.,POLICY_BREACH_REVIEW,COMPLETED,2024-01-01,2024-03-26,2023-06-24,2023-12-08,EMP-55190
INV-00427,Identify duplicate expense claims submitted by the same employee within 7 days.,FRAUD_INVESTIGATION,IN_PROGRESS,2024-01-05,,2022-07-18,2023-12-13,EMP-27413
INV-00428,Which transactions exhibit patterns consistent with split payment fraud?,VENDOR_RISK_ASSESSMENT,COMPLETED,2022-09-07,2022-10-25,2021-05-06,2022-08-27,EMP-58593
INV-00429,Which contracts have passed their end date but remain in ACTIVE status?,EXPENSE_AUDIT,COMPLETED,2023-03-22,2023-09-02,2021-10-31,2023-03-04,EMP-9003
INV-00430,Which transactions exhibit patterns consistent with split payment fraud?,FRAUD_INVESTIGATION,COMPLETED,2022-09-02,2022-10-16,2021-04-03,2022-08-09,EMP-26279
INV-00431,Identify duplicate expense claims submitted by the same employee within 7 days.,FRAUD_INVESTIGATION,COMPLETED,2024-04-23,2024-10-02,2022-11-26,2024-04-17,EMP-27538
INV-00432,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,APPROVAL_LIMIT_REVIEW,COMPLETED,2021-08-06,2022-01-31,2020-02-09,2021-07-08,EMP-35247
INV-00433,Identify all approvals made by terminated employees during the audit period.,FINANCIAL_INVESTIGATION,COMPLETED,2023-07-23,2023-12-12,2023-04-02,2023-07-22,EMP-8211
INV-00434,Identify contracts with unusually high values relative to vendor risk tier.,FRAUD_INVESTIGATION,COMPLETED,2022-01-30,2022-07-17,2020-10-29,2022-01-29,EMP-2788
INV-00435,Which expense claims were submitted without an attached receipt?,CONTRACT_AUDIT,COMPLETED,2021-12-18,2022-02-04,2021-03-26,2021-11-27,EMP-71112
INV-00436,Which audit findings are supported by multiple independent evidence sources?,FRAUD_INVESTIGATION,COMPLETED,2022-08-11,2022-11-01,2021-10-24,2022-07-25,EMP-29105
INV-00437,Which expense claims were submitted without an attached receipt?,EXPENSE_AUDIT,COMPLETED,2023-01-19,2023-02-18,2022-07-19,2022-12-21,EMP-2030
INV-00438,Which transactions exhibit patterns consistent with split payment fraud?,POLICY_BREACH_REVIEW,COMPLETED,2021-10-29,2022-04-18,2020-04-02,2021-09-30,EMP-53336
INV-00439,Which audit findings are supported by multiple independent evidence sources?,APPROVAL_LIMIT_REVIEW,IN_PROGRESS,2023-02-27,,2021-07-29,2023-01-29,EMP-17505
INV-00440,Which escalated approvals were not subsequently ratified at the required level?,POLICY_BREACH_REVIEW,OPEN,2024-05-03,,2023-10-04,2024-04-24,EMP-4047
INV-00441,Are compliance records current for all vendors with active contracts?,FINANCIAL_INVESTIGATION,COMPLETED,2023-12-02,2023-12-30,2022-07-06,2023-11-16,EMP-36916
INV-00442,Are there active contracts with BLACKLISTED vendors?,CONTRACT_AUDIT,COMPLETED,2022-06-14,2022-11-26,2022-03-06,2022-06-05,EMP-69463
INV-00443,Identify duplicate expense claims submitted by the same employee within 7 days.,APPROVAL_LIMIT_REVIEW,COMPLETED,2021-09-14,2022-01-09,2019-12-30,2021-09-13,EMP-10329
INV-00444,Which expense claims were submitted without an attached receipt?,COMPLIANCE_REVIEW,COMPLETED,2023-04-16,2023-07-14,2021-05-24,2023-04-08,EMP-16651
INV-00445,Identify duplicate expense claims submitted by the same employee within 7 days.,EXPENSE_AUDIT,COMPLETED,2023-06-15,2023-11-10,2022-12-17,2023-05-27,EMP-12983
INV-00446,Are there transactions approved by employees whose authority limit was insufficient?,FINANCIAL_INVESTIGATION,COMPLETED,2022-10-19,2022-12-15,2021-07-07,2022-10-03,EMP-62791
INV-00447,Which transactions exceeded the approval authority limits of the authorising officer?,CONTRACT_AUDIT,COMPLETED,2021-09-01,2021-11-12,2020-01-19,2021-08-10,EMP-32629
INV-00448,Are there expense claims approved by the submitting employee (self-approval)?,FINANCIAL_INVESTIGATION,OPEN,2022-04-27,,2021-10-09,2022-04-13,EMP-60404
INV-00449,Which audit findings are supported by multiple independent evidence sources?,FRAUD_INVESTIGATION,COMPLETED,2023-03-27,2023-04-12,2021-11-06,2023-03-01,EMP-5053
INV-00450,Which vendors received payments after their compliance certificate expired?,CONTRACT_AUDIT,IN_PROGRESS,2023-03-05,,2021-11-20,2023-02-10,EMP-35954
INV-00451,Which expense claims exceed the policy limit for the stated category?,COMPLIANCE_REVIEW,COMPLETED,2022-12-08,2023-01-11,2021-04-06,2022-12-06,EMP-38775
INV-00452,Which high-risk or critical-risk vendors have received payments in the past 12 months?,COMPLIANCE_REVIEW,IN_PROGRESS,2021-10-11,,2020-03-05,2021-09-20,EMP-26039
INV-00453,Which transactions exhibit patterns consistent with split payment fraud?,EXPENSE_AUDIT,COMPLETED,2022-04-05,2022-04-30,2020-12-31,2022-03-09,EMP-74114
INV-00454,Are compliance records current for all vendors with active contracts?,APPROVAL_LIMIT_REVIEW,OPEN,2024-02-11,,2022-03-01,2024-02-01,EMP-24687
INV-00455,Which vendors received payments after their compliance certificate expired?,POLICY_BREACH_REVIEW,COMPLETED,2023-05-25,2023-07-02,2022-10-08,2023-04-27,EMP-60012
INV-00456,Identify transactions with round-number amounts processed outside business hours.,FINANCIAL_INVESTIGATION,COMPLETED,2023-12-09,2024-02-15,2023-04-18,2023-11-12,EMP-69970
INV-00457,Which high-risk or critical-risk vendors have received payments in the past 12 months?,FRAUD_INVESTIGATION,COMPLETED,2021-09-26,2021-10-14,2021-05-13,2021-08-31,EMP-29653
INV-00458,Are there active contracts with BLACKLISTED vendors?,POLICY_BREACH_REVIEW,COMPLETED,2023-03-25,2023-06-28,2022-06-10,2023-02-24,EMP-65795
INV-00459,Which expense claims exceed the policy limit for the stated category?,VENDOR_RISK_ASSESSMENT,ON_HOLD,2022-05-20,,2020-11-11,2022-05-13,EMP-38687
INV-00460,Which audit findings are supported by multiple independent evidence sources?,CONTRACT_AUDIT,COMPLETED,2023-03-07,2023-08-14,2022-06-23,2023-03-05,EMP-57560
INV-00461,Are compliance records current for all vendors with active contracts?,VENDOR_RISK_ASSESSMENT,COMPLETED,2023-01-10,2023-01-27,2022-08-22,2022-12-29,EMP-8180
INV-00462,Which audit findings are supported by multiple independent evidence sources?,FINANCIAL_INVESTIGATION,IN_PROGRESS,2023-04-12,,2021-12-12,2023-03-26,EMP-54546
INV-00463,Identify vendors operating without a valid compliance certificate.,EXPENSE_AUDIT,COMPLETED,2024-03-14,2024-04-01,2022-10-03,2024-03-04,EMP-69912
INV-00464,Identify vendors operating without a valid compliance certificate.,VENDOR_RISK_ASSESSMENT,COMPLETED,2023-04-30,2023-08-10,2022-12-01,2023-03-31,EMP-64630
INV-00465,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,FINANCIAL_INVESTIGATION,IN_PROGRESS,2023-11-04,,2023-07-20,2023-11-02,EMP-14104
INV-00466,Identify contracts with unusually high values relative to vendor risk tier.,VENDOR_RISK_ASSESSMENT,OPEN,2023-03-05,,2022-10-20,2023-02-19,EMP-50014
INV-00467,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,FRAUD_INVESTIGATION,COMPLETED,2022-10-07,2022-10-27,2021-01-08,2022-09-18,EMP-5302
INV-00468,Identify all approvals made by terminated employees during the audit period.,EXPENSE_AUDIT,COMPLETED,2022-07-12,2022-12-02,2022-02-06,2022-06-19,EMP-15374
INV-00469,Identify contracts with unusually high values relative to vendor risk tier.,FRAUD_INVESTIGATION,COMPLETED,2024-01-15,2024-05-02,2023-05-23,2023-12-22,EMP-63743
INV-00470,Which expense claims were submitted without an attached receipt?,EXPENSE_AUDIT,OPEN,2022-11-24,,2021-11-12,2022-10-28,EMP-69674
INV-00471,Identify contracts with unusually high values relative to vendor risk tier.,FINANCIAL_INVESTIGATION,COMPLETED,2022-03-30,2022-09-02,2020-12-31,2022-03-28,EMP-70006
INV-00472,Identify vendors operating without a valid compliance certificate.,EXPENSE_AUDIT,COMPLETED,2022-01-05,2022-03-22,2021-09-30,2021-12-07,EMP-47730
INV-00473,Which vendors are marked NON_COMPLIANT under ISO 27001 or SOC 2?,EXPENSE_AUDIT,IN_PROGRESS,2023-12-25,,2023-03-23,2023-12-15,EMP-24389
INV-00474,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,EXPENSE_AUDIT,IN_PROGRESS,2022-11-02,,2022-02-14,2022-10-19,EMP-5487
INV-00475,Which transactions exceeded the approval authority limits of the authorising officer?,COMPLIANCE_REVIEW,COMPLETED,2023-09-13,2024-01-20,2023-01-17,2023-08-24,EMP-6971
INV-00476,Which escalated approvals were not subsequently ratified at the required level?,CONTRACT_AUDIT,COMPLETED,2022-09-24,2022-10-10,2021-02-17,2022-09-10,EMP-55084
INV-00477,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,CONTRACT_AUDIT,COMPLETED,2024-05-17,2024-10-18,2022-10-12,2024-05-11,EMP-19066
INV-00478,Which vendors received payments after their compliance certificate expired?,FRAUD_INVESTIGATION,COMPLETED,2022-09-17,2022-11-20,2020-11-09,2022-08-18,MGR-9.0
INV-00479,Identify transactions with round-number amounts processed outside business hours.,VENDOR_RISK_ASSESSMENT,IN_PROGRESS,2022-06-27,,2022-01-08,2022-06-09,EMP-58993
INV-00480,Which contracts have passed their end date but remain in ACTIVE status?,FINANCIAL_INVESTIGATION,COMPLETED,2022-04-09,2022-08-21,2020-12-30,2022-03-16,EMP-8302
INV-00481,Which audit findings are supported by multiple independent evidence sources?,FINANCIAL_INVESTIGATION,COMPLETED,2021-11-14,2022-02-07,2020-12-21,2021-10-23,EMP-65692
INV-00482,Identify duplicate expense claims submitted by the same employee within 7 days.,COMPLIANCE_REVIEW,IN_PROGRESS,2022-08-03,,2021-12-16,2022-07-16,EMP-71289
INV-00483,Are compliance records current for all vendors with active contracts?,APPROVAL_LIMIT_REVIEW,COMPLETED,2023-09-21,2024-03-03,2021-11-17,2023-09-10,EMP-3809
